track_name,artists,tempo,energy,loudness,valence
Canto de Oxum / Inscrição,Maria Bethânia,104.472,0.056,-20.06,0.17
Candlesticks and Caravans,Lorne Balfe;Harriet Slater,118.981,0.447,-10.943,0.0657
Wilde gullie bas ?! - Galactixx Remix Edit,Zany;DV8;Galactixx,155.04,0.995,-3.451,0.373
Posse (I Need You On the Floor),Scooter,139.569,0.997,-4.707,0.203
"Mathuga Mathuga (From ""Vikram Hitlist"")",Anirudh Ravichander;Kamal Haasan,130.034,0.811,-5.693,0.919
Red Mist - VIP,Danny Byrd,178.007,0.952,-8.133,0.527
Gogol,Chilly Gonzales;Johannes Bornlöf,162.072,0.014,-27.667,0.349
L.T.W.Y.H.M.,Koe Wetzel,139.866,0.528,-7.117,0.079
Smoke Ya Later,The Acacia Strain,137.128,0.934,-5.371,0.307
Chas! Y Aparezco A Tu Lado,Supersubmarina,128.018,0.884,-2.613,0.963
Vampiregirl,9mm Parabellum Bullet,159.829,0.934,-3.702,0.602
puro e simples,Purples,94.883,0.4,-7.607,0.262
Chainsaw Gutsfuck,Mayhem,120.23,0.828,-10.821,0.279
Yes or No,Brando,118.025,0.655,-5.602,0.67
Heat Above,Greta Van Fleet,139.061,0.847,-3.692,0.232
Hokey Pokey [Deluxe],Chicken Dance Mix DJ's,124.874,0.797,-4.393,0.708
Yellow Paper Daisy,When Chai Met Toast,105.829,0.442,-10.485,0.687
Tell Me Why (feat. Shiloh Dynasty),Danny G;Shiloh Dynasty,126.289,0.621,-7.635,0.301
Ode To My Family,The Cranberries,93.862,0.517,-6.635,0.0777
The Weakness In Me,Keisha White,128.039,0.554,-5.389,0.324
Frosty The Snowman,Ella Fitzgerald,76.783,0.502,-7.57,0.836
Abra os Olhos do Meu Coração - Ao Vivo em Curitiba,David Quinlan,111.734,0.765,-7.748,0.411
The Car,Arctic Monkeys,94.033,0.365,-11.889,0.236
Who's Afraid of the Big Bad Wolf,The Circle Session Players,86.115,0.415,-11.043,0.799
Dotters,Cerwen,119.989,0.327,-10.885,0.56
"Top Gun Anthem - From ""Top Gun"" Original Soundtrack",Harold Faltermeyer;Steve Stevens,107.011,0.651,-8.741,0.14
Go,The Chemical Brothers,119.97,0.897,-3.602,0.483
Cortame Con Unas Tijeras....,PXNDX,102.508,0.97,-3.832,0.42
Fellini,Criolo,127.922,0.746,-5.211,0.717
Crush Story,Too Much Joy,135.03,0.918,-9.976,0.371
Blackbeard's Ghost,Jesse Rice,71.757,0.437,-9.174,0.211
Dadhi Pachigala Bali Kete Katha Kahesi,Ruku Suna,164.02,0.898,-2.364,0.806
Breathe,Sam Wills,142.113,0.173,-18.548,0.116
Não dá Mais pra Segurar (Explode Coração),Alcione,95.07,0.501,-9.224,0.347
Boiada,Almir Sater,95.842,0.346,-9.351,0.318
Shampoo,Plastilina Mosh,170.117,0.509,-6.926,0.374
At My Worst,Pink Sweat$,91.921,0.415,-5.926,0.667
Simply Irresistible,Robert Palmer,142.616,0.934,-6.955,0.698
Days Like This,Shaun Escoffery,108.022,0.822,-8.477,0.567
Breaking the Law,Doro;Udo Dirkschneider,85.964,0.854,-5.599,0.178
FUXK (feat. Ski Mask the Slump God),XXXTENTACION;Ski Mask The Slump God,120.0,0.71,-7.177,0.244
I Am The Magnificent (Original Mix) - Extended Mix,The Prophet,103.933,0.853,-6.488,0.0708
Shout Baby,Ryokuoushoku Shakai,180.0,0.881,-1.846,0.587
Baaraat,Ritviz;Nucleya,100.033,0.449,-9.379,0.606
MAJESTIC BABY,COMPLEX,192.129,0.976,-3.365,0.27
Psycho Kong,Paul Johnson,143.216,0.967,-13.97,0.886
El Humo de Tu Boca,Cestar;Stailok,97.03,0.731,-4.643,0.552
Day N Night,Afrojack;Black V Neck;Muni Long,125.94,0.871,-4.126,0.667
Somehow,Inpetto;Aribo,126.019,0.724,-5.03,0.515
O Saathi,Atif Aslam;Arko,89.839,0.496,-7.421,0.453
SALÚ,Francisca Valenzuela,129.975,0.868,-3.746,0.767
All For Us,Labrinth;Zendaya,141.722,0.66,-6.642,0.18
Журавли,Сергей Зыков,111.638,0.204,-14.972,0.0933
This Could Be Us,Virtual Riot;Modestep;FRANK ZUMMO,150.075,0.896,-3.598,0.424
ON GOD,Shatta Wale,123.222,0.542,-10.288,0.578
Aathadi Aathadi,Harris Jayaraj;Bhavatharini;Tippu;Dhanush;Abhay Jodhpurkar,134.891,0.449,-7.631,0.557
Floor To Crawl,James Hand,126.888,0.499,-8.219,0.655
KESI,Camilo,122.905,0.756,-4.23,0.918
No Woman No Cry,Sweet Little Band,155.912,0.185,-16.663,0.344
Only Love Can Hurt Like This,Paloma Faith,90.99,0.885,-4.528,0.304
Endless Love Mashup 2022 Lofi (Slowed & Reverb),H Dixit;Lofi Person,81.936,0.388,-12.525,0.132
The Girl With Two Brains,The Manges,163.931,0.95,-4.442,0.906
Poison,Rita Ora,124.023,0.738,-5.711,0.431
"Kar Har Maidaan Fateh (From ""Sanju"")",Sukhwinder Singh;Shreya Ghoshal;Vikram Montrose,170.022,0.821,-7.794,0.184
Tumhen Ho Na Ho,Runa Laila,86.684,0.47,-11.142,0.718
Comatose,Stumbleine,114.989,0.508,-11.019,0.133
You (Prod. SUGA of BTS),ØMI,135.888,0.477,-8.967,0.521
Roller Disco,Peppa Pig,124.026,0.752,-6.829,0.811
Run Into The World,The Smith Street Band;Tim Rogers;Laura Stevenson,150.318,0.462,-5.445,0.533
Ten Million Voices,Shaman's Harvest,112.628,0.709,-3.135,0.439
Starý Kazety,Medooza;PAWLIE POIZN,144.065,0.526,-9.523,0.697
"RATS - FROM ""GIGS"" CASE OF BOOWY",BOØWY,176.952,0.985,-3.376,0.382
Lonely This Christmas,KT Tunstall,85.262,0.153,-10.74,0.18
Niña Bonita - Remastered 2020,Chino & Nacho,120.03,0.921,-5.462,0.723
Heart-Shaped Box,Nirvana,203.006,0.641,-10.283,0.382
Call Me Mañana,Scooter,143.039,0.999,-5.894,0.156
Let There Be Sodomy,Midnight,145.038,0.991,-5.864,0.217
Night Falls,Danny Olson;Vo Williams,170.028,0.921,-4.859,0.392
Halloween,Siouxsie and the Banshees,171.75,0.91,-7.097,0.364
the 27 club,JPEGMAFIA,101.207,0.662,-6.923,0.542
永不失聯的愛,Eric Chou,169.511,0.43,-6.818,0.531
Let Me Love You,DJ Snake;Justin Bieber,199.892,0.715,-5.371,0.159
Il Colibrì,Carlo Boscoli,128.033,0.0555,-24.975,0.167
1000 Man Dronken,Zanger Kafke,149.96,0.864,-5.106,0.901
Come A Little Bit Closer,Jay & The Americans,132.31,0.716,-8.429,0.847
Cocaine Avalanche,Dr. Acula,132.549,0.959,-3.975,0.106
Pegao,Wisin & Yandel,96.041,0.804,-4.752,0.807
Se Me Rompe el Alma,Víctor Manuelle,95.692,0.875,-5.003,0.758
Maximus - Technical Itch Remix,Dom & Roland;Klute;Technical Itch,171.877,0.939,-5.762,0.0819
"Second Suite in F Major, Op. 28 No. 2, H. 106: II. Song Without Words ""I'll Love My Love""",Gustav Holst;North Texas Wind Symphony;Eugene Migliaro Corporon,62.911,0.0115,-26.859,0.0712
The Secret Of Christmas,Ella Fitzgerald,89.072,0.175,-11.903,0.107
Man of the World,Kato,120.045,0.469,-7.838,0.106
Alô,Danieze Santiago;Devinho Novaes,127.994,0.701,-4.531,0.695
days,Zaeden,144.028,0.499,-9.37,0.373
Rockin' Chair Money,Hank Williams,162.698,0.274,-12.146,0.592
Touched by Love,Bernward Koch,71.912,0.0555,-19.488,0.0618
The Hell You Made,TarantisT,169.981,0.972,-5.446,0.588
Ground Shake,Crankdat;Bandlez,145.074,0.984,-2.187,0.214
Disinformation Age,His Hero Is Gone,178.442,0.856,-13.406,0.336
Sober,G-Eazy;Charlie Puth,96.281,0.766,-5.953,0.182
Conselho / Insensato Destino / Coisa de Pele - Ao Vivo,Grupo Fundo De Quintal,104.859,0.906,-5.993,0.757
Tanto la Queria,Andy & Lucas,144.005,0.857,-3.32,0.56
Sail Away (feat. Jay Mason),Trivecta;Jay Mason,150.059,0.727,-4.815,0.282
decade of influence,hope mona,145.07,0.389,-16.485,0.281
Sweets for My Sweet,The Drifters,119.883,0.81,-7.602,0.971
396 Hz Destruye Bloqueos Inconscientes,Mc_team,130.205,0.00892,-32.364,0.0929
Shotgun,Us The Duo,115.854,0.263,-10.43,0.868
0 (Remixed by world's end girlfriend),arai tasuku;World's End Girlfriend,112.511,0.597,-9.267,0.198
Careless Whisper,Boyce Avenue,76.897,0.389,-6.246,0.704
Emancipación - Instrumental,Osvaldo Pugliese,119.132,0.221,-12.15,0.532
All We Needed,Koven,149.991,0.789,-5.945,0.263
Infinity,Neolux,149.955,0.981,-3.37,0.609
Easy,Mac Ayres,91.367,0.282,-7.484,0.217
Bailando - English Version,Enrique Iglesias;Sean Paul;Descemer Bueno;Gente De Zona,90.951,0.844,-3.529,0.941
地球号,GReeeeN,110.036,0.879,-4.605,0.752
Yellow Submarine - Remastered 2015,The Beatles,110.743,0.557,-9.597,0.788
Melhor Lugar: Sessão Acústica,Marcelo Markes,126.957,0.298,-12.329,0.105
Que Estes Presente,Antonio y Joel Con Labranza,163.691,0.706,-5.863,0.842
Fly,Jason Upton,104.997,0.161,-12.265,0.0812
Faz um Coração Aí (Ao Vivo),Turma do Pagode,89.996,0.607,-7.837,0.711
Lágrimas e chuva,Kid Abelha,122.396,0.8,-9.421,0.725
Angela,The Lumineers,130.366,0.563,-8.23,0.289
Guren no Yumiya Tv Size Ver.,Linked Horizon,90.447,0.91,-6.016,0.507
Rude,MAGIC!,144.062,0.807,-3.78,0.899
You Make It Worse,Ouse,105.042,0.462,-11.588,0.393
Tortured Souls,Painkiller,118.585,0.657,-10.225,0.19
Las Chicas Como Tú,Radio Catoche,160.175,0.952,-1.965,0.962
Socially Inept,Proem,90.056,0.573,-19.173,0.0731
Superstition - Single Version,Stevie Wonder,100.384,0.745,-8.607,0.859
Camisa 10 joga bola até na chuva (Bomba Sonica),Charlie Brown Jr.,91.991,0.944,-3.993,0.96
El Hombre De Tu Vida,Rey Ruiz,168.431,0.868,-6.419,0.932
Semi-Charmed Life,Third Eye Blind,102.026,0.864,-6.576,0.701
Teardrops,Womack & Womack,133.237,0.808,-7.502,0.966
In Shrouds Decayed,Triptykon,118.035,0.456,-7.037,0.037
Given Up,Linkin Park,100.056,0.873,-4.68,0.923
Chitthi,Jubin Nautiyal;Rocky - Shiv,114.973,0.52,-6.586,0.458
Onde Esta O Mundo Bom? (Living L.A.),Charlie Brown Jr.,112.11,0.992,-3.154,0.666
Rubai 1 To 5,Kiawasch Sahebnassagh;Amirhosein Allah Yari,131.267,0.149,-19.512,0.113
"Main Dhoondne Ko Zamaane Mein (From ""Heartless"")",Arijit Singh,80.095,0.45,-6.312,0.284
Liar (with OST),Kayzo;OST,127.886,0.964,-0.332,0.416
The Drummer,Red Hot Chili Peppers,174.899,0.894,-5.687,0.784
Resurgence - Radio Edit,NG Rezonance,139.975,0.963,-7.409,0.0938
Run Rudolph Run,Chuck Berry,151.925,0.876,-5.662,0.949
Don't You Hold Me Down,Alan Walker;Georgia Ku,123.975,0.839,-4.046,0.303
Vas a Crecer,Doctora Juguetes;Felpita;Lambie;Lula,150.088,0.738,-4.351,0.851
Ich bau mir eine Höhle,Rolf Zuckowski,106.779,0.227,-11.239,0.469
DROGEN,JPD,143.555,0.405,-8.134,0.185
Silver Light,Trampled by Turtles,122.997,0.477,-5.681,0.28
Riptide,Viva La Panda;Miss Mathilda,101.996,0.847,-6.108,0.373
I Won't Say (I'm In Love),Susan Egan;Cheryl Freeman;LaChanze;Vaneese Thomas;Lillias White;Disney,121.208,0.481,-10.305,0.48
Pahadon Mein,Salman Elahi,115.008,0.477,-10.049,0.774
Herzalarm,FiNCH;Blümchen,165.992,0.932,-6.141,0.539
Let's Get It Right,Röyksopp;Astrid S,97.0,0.627,-9.216,0.635
U & Me,ILLENIUM;Sasha Alex Sloan,88.02,0.837,-5.025,0.631
Akkamage,The Keys,112.216,0.76,-11.062,0.782
Soft Baby Lullabies,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,76.601,0.00268,-35.326,0.0705
The Behemoth,The Acacia Strain,120.059,0.87,-8.622,0.109
Cuartito Azul - Remastered,Francisco Canaro,131.227,0.296,-9.12,0.718
Hichkiyaa,Osho Jain,127.548,0.101,-18.458,0.122
Cumbia del Olvido,Panteon Rococo,103.008,0.898,-6.235,0.608
Sundress,Timothy Infinite,152.399,0.545,-7.448,0.571
484,Fox Lake,105.044,0.912,-5.379,0.341
Happy Holiday,Peggy Lee,192.76,0.499,-9.301,0.69
Era de Aquarius,Martinho Da Vila;Djonga,136.076,0.516,-7.075,0.783
Tempted to Touch,Rupee,105.987,0.578,-7.572,0.961
Hominids,Odepth,74.997,0.0536,-25.27,0.143
Frisson,Tunai,128.224,0.56,-9.962,0.426
GATÚBELA,KAROL G;Maldy,92.523,0.858,-2.824,0.342
Big Fun 2017 (Mix Cut),Inner City,121.99,0.967,-4.052,0.828
Social Life,Teenage Bottlerocket,199.901,0.979,-3.828,0.467
Carry That Weight - Remastered 2009,The Beatles,84.319,0.458,-8.976,0.704
Mente Louca,MISAEL,130.026,0.42,-11.553,0.093
"T-Shirt, Ripped Jeans",Govana,106.061,0.538,-7.276,0.565
Feitiço Matador,Forrozão Sela Rasgada;Zezinho Aboiador,107.98,0.629,-8.4,0.962
In My Mind,Lyn Lapid,135.93,0.382,-11.8,0.289
Kimimaru,DJ Buzz Fuzz,167.977,0.496,-7.5,0.575
XOXO,Nostalgique,155.994,0.423,-12.437,0.469
100 words,Prateek Kuhad,76.154,0.44,-14.536,0.575
HISTORY,Becky Hill;Joel Corry,122.975,0.86,-3.318,0.771
Time passing Bell - 2021 Remastered,arai tasuku;Luna Goami,115.091,0.492,-9.716,0.171
Under Pressure,My Chemical Romance;The Used,125.003,0.897,-5.945,0.285
Bloom,Dabin;Dia Frampton,134.125,0.565,-6.304,0.142
(Dance with the) Guitar Man,Duane Eddy;The Rebelettes,137.193,0.925,-6.69,0.932
Frosty The Snowman,Ella Fitzgerald,76.783,0.502,-7.57,0.836
僕は君の答えになりたいな,Creep Hyp,169.958,0.657,-4.248,0.662
Kill a Politician,Insult,97.191,0.995,-3.887,0.156
Beija Aqui (feat. Thiaguinho) - Ao Vivo,Turma do Pagode;Thiaguinho,169.902,0.852,-4.715,0.676
No Sleep,The Grogans,92.905,0.819,-4.763,0.61
Zero Zero,De-Phazz,169.581,0.338,-14.294,0.0629
Psycho Killer,Talking Heads,123.118,0.521,-8.123,0.942
Hell On Earth,VyOk,99.884,0.636,-8.088,0.126
Primadonna,MARINA,127.98,0.689,-2.671,0.427
Can't Find My Way Home,Blind Faith,88.276,0.257,-17.417,0.579
Bahay Kubo,Lea Salonga,119.583,0.265,-8.72,0.445
Metal Claws,Tineidae,88.513,0.322,-16.863,0.0591
Eine Reise ins Licht,Claudia Jung,119.559,0.617,-10.513,0.779
Smothered,Skinless,111.323,0.842,-8.981,0.469
Execution,Delete,155.085,0.995,-2.563,0.119
Vou Deixar Que Você Se Vá,Nenhum De Nós,148.151,0.86,-5.143,0.695
愛してやまない音楽を,andymori,103.58,0.825,-4.834,0.822
ベースマン,andymori,102.091,0.888,-3.836,0.735
Nie mehr ohne Engel,Matthias Reim,125.942,0.816,-7.685,0.908
Who Do You Love,ARTY;Rozzi,125.992,0.964,-2.677,0.509
Home Sweet Home,Mötley Crüe,76.301,0.776,-6.339,0.127
你是你本身的傳奇,Charmaine Fong,129.786,0.42,-7.465,0.427
Failures Burden,Primordial,80.776,0.821,-4.507,0.235
IGNITE,Eir Aoi,170.957,0.972,-2.41,0.395
Dionysus,Sólstafir,136.083,0.907,-6.006,0.184
The Bluest Blues,Alvin Lee,149.748,0.478,-6.205,0.239
Itch,Hockey Dad,159.916,0.791,-4.889,0.0808
Hexx - Live at the Royal Opera,Kite,176.088,0.703,-8.396,0.0689
Little Saint Nick - 1991 Remix,The Beach Boys,130.594,0.553,-9.336,0.971
White,Tim Halperin,92.049,0.674,-5.32,0.329
Closer,Boyce Avenue;Sarah Hyland,95.003,0.471,-8.62,0.466
Ромашка белая,Gruppa Express,109.994,0.624,-5.441,0.883
Floating Through The Vein,The Red Chord,106.604,0.987,-4.573,0.181
Heat Waves,Glass Animals,80.87,0.525,-6.9,0.531
Sweet Maria,The Wood Brothers,132.187,0.25,-11.624,0.115
Mad World - Classical Guitar Version,Liad Abraham,97.345,0.297,-10.156,0.281
"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi;Jubin Nautiyal;Asees Kaur,81.009,0.63,-5.549,0.512
The Odyssey,Orgy,174.818,0.991,-3.441,0.391
季節雨,木吉他,139.827,0.522,-11.857,0.802
Inshallah,Akcent;Chante,126.002,0.554,-9.796,0.57
Deseo,Kevin Roldan;Wisin,178.039,0.788,-3.745,0.697
Toppen,Mwuana,102.978,0.52,-9.404,0.264
Tealy,Subriser;blackbird,110.006,0.515,-12.119,0.163
True Love,Yemi Alade,120.022,0.602,-5.097,0.965
Ego Death,Ty Dolla $ign;Kanye West;FKA twigs;Skrillex,111.052,0.598,-5.948,0.331
Sensual Bebé,Jhayco,97.066,0.629,-6.09,0.104
Contramão,Pitty;Tassia Reis;Emmily Barreto,96.036,0.715,-5.058,0.403
Running Up That Hill,Our Last Night,111.96,0.936,-7.0,0.275
Castle,N3WPORT;Leila Pari,159.965,0.759,-4.718,0.38
Bog's Basil & Curry Powder Potatos Recipe,Bogdan Raczynski,164.983,0.821,-8.962,0.433
Frosty The Snowman,Ella Fitzgerald,76.783,0.502,-7.57,0.836
Brighter Days,Jomie,94.992,0.412,-8.447,0.703
Nee Parichaya,Raghu Dixit;Siddhartha Belmannu;Rakshita Suresh,116.043,0.608,-10.187,0.361
Don't Follow,Alice In Chains,116.066,0.37,-9.921,0.28
Turn Up The Speakers,Afrojack;Martin Garrix,128.01,0.895,-6.0,0.279
120 Km/hr,Allison,100.99,0.961,-2.169,0.457
The Little Drummer Boy,The Temptations,105.074,0.509,-11.009,0.386
Una Nota,J Balvin;Sech,179.876,0.788,-4.55,0.711
I Don't Wanna Spend Another Christmas Without You,The Ready Set,134.966,0.699,-5.984,0.79
American Woman,Lenny Kravitz,83.975,0.709,-7.989,0.605
Virginia (Wind in the Night),The Head And The Heart,136.075,0.79,-3.702,0.248
Ruas da Sul,Mc Kadu;MC Leozinho ZS;Kotim;Mc Lele JP;Love Funk,106.782,0.559,-5.823,0.633
The Same Graceful Wind,Vanna,124.741,0.988,-4.912,0.11
Écoute Chérie,Vendredi sur Mer,92.915,0.647,-7.17,0.689
Reverie,Arca,126.224,0.554,-9.641,0.0764
Más De Lo Que Aposté,Aitana;Morat,151.988,0.918,-3.01,0.834
Illusion,Max Brhon,108.969,0.856,-4.804,0.0736
Der Eiermann,Klaus & Klaus,103.157,0.836,-5.85,0.762
Numb Little Bug,Em Beihold,84.974,0.527,-6.892,0.638
Hot in It,Tiësto;Charli XCX,123.045,0.841,-5.08,0.717
Eddie,Red Hot Chili Peppers,142.011,0.809,-5.817,0.525
スローモ,Kyary Pamyu Pamyu,139.986,0.937,-4.402,0.471
The Philosopher,Death,132.677,0.923,-6.02,0.498
Watching TV,Sara Kays,117.965,0.571,-6.924,0.456
The Gift of Silence,The Agonist,140.035,0.981,-4.901,0.198
Casal Do Ano (Plutão) - Ao Vivo,Atitude 67,146.067,0.865,-5.494,0.817
Tattoo,Ava Max,114.994,0.637,-5.228,0.793
Quintessence,Darkthrone,134.091,0.737,-5.273,0.275
Almas De Venta,Brujeria,95.544,0.98,-8.176,0.139
Ele Vem - Ao Vivo,Gabriel Guedes de Almeida;Gabriela Rocha,150.846,0.594,-6.845,0.2
Chaahton Ki Duniya,Sabri Brothers,78.985,0.926,-6.956,0.713
Kathal Fobia,Havoc Brothers,102.986,0.548,-8.255,0.519
You Really Got Me,The Kinks,137.394,0.959,-3.703,0.96
All Apologies,Nirvana,113.176,0.632,-12.197,0.359
Hummell Gets The Rockets - Alan Walker Remix,Hans Zimmer;Alan Walker,120.015,0.698,-8.377,0.0348
Vibrancy - Original Mix,UMEK,128.002,0.925,-9.209,0.134
"Forever and Ever, Amen",Randy Travis,90.607,0.68,-8.492,0.704
Parte de Seu Mundo,Chiara Sasso,70.592,0.149,-14.073,0.39
Casey Jones - 2013 Remaster,Grateful Dead,99.678,0.405,-10.052,0.828
The Phonics Alphabet Song,Toddler Tunes,120.019,0.609,-10.487,0.795
In My Mind,Lyn Lapid,135.936,0.392,-12.178,0.323
Solar Flare,Stumbleine,87.491,0.621,-8.369,0.0948
Keep Your Head Up Princess,Anson Seabra,85.398,0.143,-17.374,0.528
Reason,YUZU,122.527,0.819,-3.128,0.468
Yearning = Alchemical Fire,Fire-Toolz,136.985,0.969,-7.841,0.19
Ne Olur Anla,Irem,82.009,0.516,-7.957,0.372
Sincerely,TRUE,143.994,0.846,-3.377,0.466
Intro (Save Me),Fairlane;Kala,150.111,0.714,-5.727,0.456
Sway,Bobby Rydell,122.962,0.814,-5.364,0.937
Morado,J Balvin,97.002,0.696,-3.838,0.781
Affront Final,Akitsa,171.806,1.0,-5.453,0.0441
Country Outta My Girl,Morgan Evans,187.813,0.932,-4.424,0.709
A System Of Mirrors,Robert Hood,129.999,0.697,-12.305,0.148
Eine Woche wach,Mickie Krause,134.001,0.997,-3.078,0.76
Little Bright Star - Stereo,The Supremes,115.007,0.774,-6.769,0.553
move,brb.,104.934,0.633,-8.819,0.782
So Mi Like It,Spice,120.554,0.628,-5.133,0.797
順流逆流,蔡國權,172.119,0.411,-9.432,0.362
Marco and Gina,Otaku,75.082,0.262,-16.316,0.393
"Wenn nicht jetzt, wann dann?",Höhner,105.002,0.923,-4.365,0.786
Myriad,Nicky Romero,124.974,0.977,-3.809,0.34
Dhakka,Sidhu Moose Wala;Afsana Khan,176.042,0.727,-6.001,0.79
London,Tjuvjakt,112.019,0.819,-3.363,0.751
Arms,The Paper Kites,149.888,0.141,-18.564,0.24
On the Other Side,Laura Osnes,79.152,0.395,-11.887,0.207
Dancer,Robert Hood,122.0,0.318,-7.992,0.0785
In A Sentimental Mood,Duke Ellington;John Coltrane,99.058,0.278,-11.882,0.262
Starry Eyed,Ellie Goulding,149.929,0.816,-5.331,0.588
About You,Korsakoff,150.031,0.956,-5.166,0.266
Ulterior Motive,Luciano,161.507,0.743,-8.492,0.669
Aşk Mümkün Müdür Hala?,Levent Yüksel,100.025,0.732,-4.179,0.449
Break Apart,Bonobo;Rhye,119.96,0.458,-15.169,0.0848
Be True To Your School - Remastered,The Beach Boys,144.21,0.664,-8.952,0.734
Starlet - Phil Tangent Remix,Hybrid Minds;Mimi Page;Phil Tangent,87.487,0.83,-5.79,0.122
One Way Track,End It,177.634,0.939,-3.156,0.394
Waltz in C Minor (Only for Piano),Yiruma,67.547,0.0725,-22.218,0.0472
strawberry fields,frek!,129.395,0.494,-9.74,0.0918
Moonlight Shawty,Fatboibari;Shiloh,106.04,0.184,-15.541,0.128
披星戴月,Hins Cheung,128.002,0.4,-8.61,0.238
Cool Yule,Louis Armstrong;The Commanders,149.439,0.505,-8.041,0.692
Salta,Sultan + Shepard,119.98,0.604,-10.177,0.0768
God Only Knows - Mono / 1997 Remastered,The Beach Boys,117.108,0.487,-7.525,0.482
Reversed Reflections,Hypocrisy,149.933,0.853,-5.483,0.287
Seven Cities - Nall Remix,Solarstone;Nall,122.011,0.823,-8.581,0.14
Nadie Igual Que Tu,Maelo Ruiz,169.642,0.737,-7.881,0.884
風立ちぬ(SEIKO STORY〜80's HITS COLLECTION〜),Seiko Matsuda,131.537,0.71,-6.249,0.646
他夏了夏天,Sodagreen,124.982,0.683,-6.509,0.746
like you're god (AWAY Remix),mehro;AWAY,139.6,0.446,-8.009,0.221
Molecular Pathological Epidemiology of Colorectal Neoplasia,Last Days Of Humanity,140.742,0.988,-4.83,0.0928
Eu quero ver gol - Acústico,O Rappa,148.429,0.739,-7.585,0.906
Ich sauf den ganzen Tag,Specktakel,140.07,0.934,-2.281,0.804
In The Morning - Yubik Remix,Fritz Kalkbrenner;Yubik,121.989,0.505,-10.658,0.194
Listen!!! - Radio Edit,Talib Kweli,98.046,0.794,-6.965,0.632
I Feel Good,Pink Sweat$,106.0,0.75,-4.67,0.628
Canção Pra Você Viver Mais,Pato Fu,164.191,0.647,-6.433,0.762
Greatest Strength,Hiroaki Tsutsumi;Toft Willingham;Chez;Jessica Gelinas,86.297,0.459,-8.696,0.152
The Hound - Short Version,NTO,120.007,0.551,-11.398,0.0437
Midnight,Sian,120.01,0.895,-5.024,0.192
You Are Here,The Lawrence Arms,101.696,0.965,-6.176,0.643
Space Gremlin,Boris Brejcha,124.993,0.724,-12.736,0.339
The Heart of the Ocean,Ándrue;Mythos 'N DJ Cosmo,138.026,0.915,-4.893,0.165
ヘビーローテーション,AKB48,178.081,0.927,-2.64,0.233
Les jardins de minuit,Alcest,146.175,0.796,-8.652,0.178
La Última Vez (feat. Antuan),Ronald El Killa;Antuan,161.99,0.558,-8.568,0.848
I Shot The Sheriff,Eric Clapton,94.395,0.639,-11.025,0.658
X ÚLTIMA VEZ,Daddy Yankee;Bad Bunny,90.04,0.855,-3.725,0.573
Black Dog - Remaster,Led Zeppelin,81.394,0.864,-7.842,0.749
Lonely Call,RaeLynn,145.926,0.722,-4.667,0.243
真愛在明天,Vivian Chow;Leon Lai,135.978,0.297,-12.371,0.266
AYA,MAMAMOO,91.688,0.858,-2.226,0.637
Ağlarsa Anam Ağlar,3 Hürel,99.67,0.512,-8.945,0.813
Learn to Fly,Foo Fighters,135.997,0.919,-4.025,0.537
girls,Lil Peep;Horse Head,120.048,0.698,-6.063,0.259
Gracias,Moderatto,125.08,0.906,-4.791,0.347
O Útimo Dia,Paulinho Moska,128.26,0.277,-16.209,0.597
Quiet Storm,Mobb Deep,96.978,0.728,-9.221,0.403
We Got the Moves,Electric Callboy,149.982,0.781,-7.602,0.723
Soul Of The Beat,Retrospect,150.044,0.928,-3.883,0.284
Little Lights,Project AER;v i v,129.978,0.163,-19.722,0.179
洋蔥,Aska Yang,129.967,0.544,-5.043,0.236
Saved from the Truth,Angband,154.324,0.968,-4.709,0.276
Locura,Cali Y El Dandee;Sebastian Yatra,92.983,0.778,-3.562,0.532
深夜高速,Kazuyoshi Saito,79.633,0.727,-5.892,0.83
Strawberry Time (オリジナル・カラオケ),Seiko Matsuda,133.059,0.88,-7.322,0.625
Habits,Genevieve Stokes,82.457,0.287,-9.469,0.438
Seduce / Destroy,Lucille Croft,105.005,0.808,-3.321,0.27
RUMBATÓN,Daddy Yankee,95.004,0.909,-4.034,0.922
Legend of Phaxalot,Ceephax Acid Crew,125.001,0.835,-10.861,0.523
Belíssimo Esposo,Comunidade Católica Shalom,84.025,0.229,-8.393,0.293
Feel the Beat,Damon Paul,126.013,0.924,-7.158,0.314
Mistletoe,Justin Bieber,161.948,0.668,-7.282,0.823
Wherever I May Roam,J Balvin;Metallica,128.968,0.731,-6.121,0.171
